2015,Ивановская область,1.1644
2015,Ингушетия,0.0518
2015,Иркутская область,1.8689
2015,Кабардино-Балкария,0.3572
2015,Калининградская область,1.1217
2015,Калмыкия,0.3904
2015,Калужская область,1.228
2015,Камчатский край,1.6854
2015,Карачаево-Черкесия,0.412
2015,Карелия,2.0798
2015,Кемеровская область,1.7471
2015,Кировская область,1.2488
2015,Костромская область,1.2854
2015,Краснодарский край,0.6036
2015,Красноярский край,1.7132
2015,Крым,
2015,Курганская область,1.6963
2015,Курская область,0.7411
2015,Ленинградская область,0.8479
2015,Липецкая область,0.6855
2015,Магаданская область,2.0412
2015,Марий Эл,1.102
2015,Мордовия,0.6796
2015,Москва,0.2421
2015,Московская область,0.5135
2015,Мурманская область,1.4709
2015,Ненецкий автономный округ,1.1289
2015,Нижегородская область,0.9431
2015,Новгородская область,1.633
2015,Новосибирская область,1.6753
2015,Омская область,1.071
2015,Оренбургская область,1.1981
2015,Орловская область,0.9585
2015,Пензенская область,0.5952
2015,Пермский край,1.786
2015,Приморский край,1.8048
2015,Псковская область,1.2151
2015,Республика Алтай,1.6288
2015,Республика Коми,2.4118
2015,Республика Тыва,1.8491
2015,Ростовская область,0.7998
2015,Рязанская область,0.6691
2015,Самарская область,0.8599
2015,Санкт-Петербург,0.583
2015,Саратовская область,0.7879
2015,Сахалинская область,2.1807
2015,Свердловская область,1.778
2015,Севастополь,
2015,Северная Осетия,0.2869
2015,Смоленская область,1.0426
2015,Ставропольский край,0.8201
2015,Тамбовская область,0.9759
2015,Татарстан,0.7558
2015,Тверская область,1.1244
2015,Томская область,1.873
2015,Тульская область,0.7947
2015,Тюменская область,1.5647
2015,Удмуртия,1.4362
2015,Ульяновская область,0.8588
2015,Хабаровский край,2.2848
2015,Хакасия,1.9062
2015,Ханты-Мансийский автономный округ,0.81
2015,Челябинская область,1.6536
2015,Чечня,0.0234
2015,Чувашия,0.7997
2015,Чукотский автономный округ,0.9295
2015,Якутия,1.111
2015,Ямало-Ненецкий автономный округ,0.9852
2015,Ярославская область,1.0724
2016,Адыгея,0.5383
2016,Алтайский край,1.3973
2016,Амурская область,2.0851
2016,Архангельская область,1.4239
2016,Астраханская область,0.9767
2016,Башкортостан,0.6939
2016,Белгородская область,0.5051
2016,Брянская область,0.7207
2016,Бурятия,1.9744
2016,Владимирская область,1.2411
2016,Волгоградская область,0.9407
2016,Вологодская область,1.8479
2016,Воронежская область,0.7295
2016,Дагестан,0.1348
2016,Еврейская автономная область,1.9187
2016,Забайкальский край,2.4978
2016,Ивановская область,0.9636
2016,Ингушетия,0.0726
2016,Иркутская область,1.6688
2016,Кабардино-Балкария,0.2799
2016,Калининградская область,1.1423
2016,Калмыкия,0.3776
2016,Калужская область,0.9807
2016,Камчатский край,1.7223
2016,Карачаево-Черкесия,0.455
2016,Карелия,1.8005
2016,Кемеровская область,1.5734
2016,Кировская область,1.2167
2016,Костромская область,1.0909
2016,Краснодарский край,0.558
2016,Красноярский край,1.5009
2016,Крым,
2016,Курганская область,1.5934
2016,Курская область,0.885
2016,Ленинградская область,0.8021
2016,Липецкая область,0.626
2016,Магаданская область,1.9814
2016,Марий Эл,1.109
2016,Мордовия,0.6107
2016,Москва,0.1752
2016,Московская область,0.4552
2016,Мурманская область,1.3664
2016,Ненецкий автономный округ,1.8394
2016,Нижегородская область,0.8188
2016,Новгородская область,1.5293
2016,Новосибирская область,1.5572
2016,Омская область,0.8788
2016,Оренбургская область,0.8659
2016,Орловская область,0.7804
2016,Пензенская область,0.4886
2016,Пермский край,1.6513
2016,Приморский край,1.7293
2016,Псковская область,1.1963
2016,Республика Алтай,1.8634
2016,Республика Коми,1.6311
2016,Республика Тыва,1.6619
2016,Ростовская область,0.6926
2016,Рязанская область,0.6153
2016,Самарская область,0.73
2016,Санкт-Петербург,0.4681
2016,Саратовская область,0.63
2016,Сахалинская область,1.5745
2016,Свердловская область,1.4016
2016,Севастополь,
2016,Северная Осетия,0.3016
2016,Смоленская область,0.7119
2016,Ставропольский край,0.7387
2016,Тамбовская область,0.782
2016,Татарстан,0.615
2016,Тверская область,1.0906
2016,Томская область,1.5827
2016,Тульская область,0.6836
2016,Тюменская область,1.2961
2016,Удмуртия,1.1185
2016,Ульяновская область,0.7916
2016,Хабаровский край,2.2174
2016,Хакасия,1.5172
2016,Ханты-Мансийский автономный округ,0.6805
2016,Челябинская область,1.4939
2016,Чечня,0.0226
2016,Чувашия,0.7405
2016,Чукотский автономный округ,1.115
2016,Якутия,0.9015
2016,Ямало-Ненецкий автономный округ,0.7856
2016,Ярославская область,1.0217
2017,Адыгея,0.5238
2017,Алтайский край,1.2527
2017,Амурская область,1.9594
2017,Архангельская область,1.4842
2017,Астраханская область,0.9108
2017,Башкортостан,0.5653
2017,Белгородская область,0.3734
2017,Брянская область,0.7059
2017,Бурятия,1.6774
2017,Владимирская область,0.9792
2017,Волгоградская область,0.8007
2017,Вологодская область,1.3703
2017,Воронежская область,0.7695
2017,Дагестан,0.1322
2017,Еврейская автономная область,1.5974
2017,Забайкальский край,2.2776
2017,Ивановская область,0.8679
2017,Ингушетия,0.0956
2017,Иркутская область,1.635
2017,Кабардино-Балкария,0.3171
2017,Калининградская область,0.8988
2017,Калмыкия,0.3977
2017,Калужская область,0.873
2017,Камчатский край,1.6231
2017,Карачаево-Черкесия,0.24
2017,Карелия,1.7436
2017,Кемеровская область,1.3427
2017,Кировская область,1.1041
2017,Костромская область,1.0288
2017,Краснодарский край,0.5446
2017,Красноярский край,1.2024
2017,Крым,
2017,Курганская область,1.3157
2017,Курская область,0.6245
2017,Ленинградская область,0.5351
2017,Липецкая область,0.5916
2017,Магаданская область,1.7651
2017,Марий Эл,0.6873
2017,Мордовия,0.4451
2017,Москва,0.1452
2017,Московская область,0.3883
2017,Мурманская область,0.9007
2017,Ненецкий автономный округ,1.176
2017,Нижегородская область,0.6469
2017,Новгородская область,1.4364
2017,Новосибирская область,1.1502
2017,Омская область,0.7591
2017,Оренбургская область,0.8193
2017,Орловская область,0.6155
2017,Пензенская область,0.4292
2017,Пермский край,1.3047
2017,Приморский край,1.4347
2017,Псковская область,0.9407
2017,Республика Алтай,1.5019
2017,Республика Коми,1.3758
2017,Республика Тыва,1.9773
2017,Ростовская область,0.6313
2017,Рязанская область,0.3507
2017,Самарская область,0.6365
2017,Санкт-Петербург,0.4043
2017,Саратовская область,0.5951
2017,Сахалинская область,1.4991
2017,Свердловская область,1.3443
2017,Севастополь,
2017,Северная Осетия,0.2005
2017,Смоленская область,0.8903
2017,Ставропольский край,0.6201
2017,Тамбовская область,0.5915
2017,Татарстан,0.5163
2017,Тверская область,0.8332
2017,Томская область,1.3582
2017,Тульская область,0.6088
2017,Тюменская область,1.1788
2017,Удмуртия,0.9212
2017,Ульяновская область,0.646
2017,Хабаровский край,1.7708
2017,Хакасия,1.2303
2017,Ханты-Мансийский автономный округ,0.7239
2017,Челябинская область,1.3251
2017,Чечня,0.0113
2017,Чувашия,0.6921
2017,Чукотский автономный округ,0.8981
2017,Якутия,1.0215
2017,Ямало-Ненецкий автономный округ,0.5065
2017,Ярославская область,0.7751
